"employee_id","first_name","last_name","gender","cnic","phone","email","address","department","position","base_salary","hire_date","store_id","bank_account","status"
1000,"Nadia","Rafeek","Female","21166-4262396-4","0356-5668702","nadia.rafeek74@company.com","623 Tabassum Spur, Sialkot","Maintenance","Cleaner",22340,"2024-08-15",1,"4459-2168-9390-7675","On Leave"
1001,"Zainab","Tabassum","Female","66164-3507841-3","0315-9868006","zainab.tabassum4@company.com","836 Gulfam Village, Multan","Management","Store Manager",131534,"2023-08-12",9,"6410-9924-7892-8281","Active"
1002,"Ahmed","Lajlaj","Male","95624-2635651-7","0377-3261926","ahmed.lajlaj52@company.com","600 Jahdami Light, Peshawar","Inventory","Warehouse Worker",23190,"2025-05-16",3,"6938-8955-2611-2414","Active"
1003,"Zain","Baasim","Male","88672-1112675-2","0351-8839449","zain.baasim98@company.com","849 Kamal Shores, Faisalabad","Administration","Accountant",68504,"2020-12-12",6,"2528-5609-5399-3213","Active"
1004,"Khadija","Mahfuj","Female","45604-6177424-7","0333-7447651","khadija.mahfuj3@company.com","959 Zafar Haven, Karachi","Customer Service","Service Desk Staff",26301,"2020-10-12",8,"9432-1383-6139-6108","Active"
1005,"Sara","Jalaal","Female","12860-5134629-9","0380-8049501","sara.jalaal8@company.com","92 Jaabir Parkways, Sialkot","Inventory","Inventory Manager",68231,"2024-01-17",4,"8300-8614-1021-3982","Active"
1006,"Omar","Jaabir","Male","42918-3675555-2","0342-1999998","omar.jaabir29@company.com","141 Mahdy Plains, Lahore","Management","Store Manager",106048,"2022-05-16",8,"5293-1118-5231-8030","Active"
1007,"Ali","Ihsaan","Male","78842-7598662-3","0366-6662152","ali.ihsaan77@company.com","85 Raamiz Lock, Islamabad","Security","Security Guard",28237,"2021-12-19",9,"2407-3660-7542-7205","Active"
1008,"Hussain","Batal","Male","55812-3021047-6","0379-8659599","hussain.batal65@company.com","30 Umar Row, Faisalabad","Maintenance","Maintenance Technician",41775,"2025-06-27",6,"1369-6117-8272-4002","Active"
1009,"Zain","Qaasim","Male","71993-2926616-7","0396-7270342","zain.qaasim34@company.com","717 Basheer Squares, Islamabad","Maintenance","Cleaner",16145,"2021-11-08",9,"2319-9205-2143-3109","Active"
